organization_group_id,organization_group_name,petitioner_company_id,petitioner_company_name,petitioner_company_of_primary_beneficiary,beneficiary_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_record_retired_date,beneficiary_last_name,beneficiary_first_name,beneficiary_full_name,primary_beneficiary_id,primary_beneficiary_last_name,primary_beneficiary_first_name,relation,gender,date_of_birth,country_of_birth,country_of_citizenship,alien_number,date_of_last_entry_into_the_us,i94_number,i94_status,i94_valid_from,i94_exp_date,current_status,current_status_exp_date,i797_valid_from,i797_exp_date,final_niv_hl_status_valid_from,final_niv_maxout_date,i129s_exp_date,ped_petition_end_date,ead_type,ead_exp_date,ap_exp_date,ds2019_valid_from,ds2019_exp_date,re_entry_permit_exp_date,green_card_exp_date,passport_number,passport_issuing_country,passport_valid_from,passport_exp_date,visa_type,visa_issue_date,visa_exp_date,visa_priority_green_card_method,primary_visa_priority_date,primary_visa_priority_category,primary_visa_country_of_chargeability,visa_priority_note,track_filed,green_card_method,employee_id,work_email_id,current_employer,management_info_employee_id,management_info_department,management_info_dept_group,management_info_dept_number,business_unit_code,hr_info_client_billing_code,job_title,job_location_street,job_location_city,job_location_state,hire_date,management_info_manager,management_info_manager_email,management_info_second_level_manager,management_info_second_level_manager_email,management_info_partner_name,management_info_partner_email,management_info_cost_center,management_info_cost_center_number,management_info_client_billing_code,management_info_business_unit_code,management_info_job_title,management_info_job_status,management_info_job_code,management_info_job_start_date,management_info_job_end_date,management_info_work_address,management_info_job_location_city,management_info_job_location_state
,,625365123,"Charter Communications, Inc.",,627085582,Primary,10/23/2019,Active,0100-01-01,LN 258,FN 258,"LN 258, FN 258",,,,,M,9/15/1986,INDIA,INDIA,,5/29/2019,028677359A2,H1B,5/29/2019,11/12/2022,H-1B,11/12/2022,0100-01-01,11/12/2022,0100-01-01,1/16/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,3/13/2012,3/12/2022,,9/6/2018,5/20/2021,AOS,0100-01-01,,INDIA,,1,AOS,6116853,test2@email,"Charter Communications, Inc.",6116853,Charter,IT,,Product & Technology,,,"St. Louis, MO",,,12/2/2019,L1Manager 258,,L2Manager 258,,HRBP 258,,,,,Product & Technology,,,,12/2/2019,0100-01-01,"St. Louis, MO",,
,,625365123,"Charter Communications, Inc.",,627088730,Primary,10/29/2019,Active,0100-01-01,LN 259,FN 259,"LN 259, FN 259",,,,,F,9/16/1986,INDIA,INDIA,,12/3/2017,74483473285,H-1B,12/3/2017,11/17/2022,H-1B,11/17/2022,0100-01-01,11/17/2022,10/1/2018,9/30/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/30/2012,7/29/2022,,10/1/2018,12/31/2019,AOS,0100-01-01,,INDIA,,1,AOS,6117579,test1@email.com,"Charter Communications, Inc.",6117579,Charter,Customer Operations,,Customer Operations,,,,,,1/27/2020,L1Manager 259,,L2Manager 259,,HRBP 259,,,,,Customer Operations,,,,1/27/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627089617,Primary,10/30/2019,Active,0100-01-01,LN 260,FN 260,"LN 260, FN 260",,,,,F,9/17/1986,INDIA,INDIA,,12/7/2018,61486493956,H-1B,12/7/2018,11/13/2022,H-1B,11/13/2022,0100-01-01,11/13/2022,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,2/4/2014,2/3/2024,,,,AOS,0100-01-01,,INDIA,,1,AOS,6118248,test2@email,"Charter Communications, Inc.",6118248,Charter,Product,,Product & Technology,,,,,,12/30/2019,L1Manager 260,,L2Manager 260,,HRBP 260,,,,,Product & Technology,,,,12/30/2019,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627106679,Primary,12/4/2019,Active,0100-01-01,LN 261,FN 261,"LN 261, FN 261",,,,,F,9/18/1986,INDIA,INDIA,123456789,9/3/2017,59042454285,H1-B,9/3/2017,12/25/2022,H-1B,12/25/2022,0100-01-01,12/25/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,1/18/2017,2/5/2019,AOS,7/17/2018,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6121408,test1@email.com,"Charter Communications, Inc.",6121408,Charter,Business Intelligence,,Corporate,,,,,,1/27/2020,L1Manager 261,,L2Manager 261,,HRBP 261,,,,,Corporate,,,,1/27/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627108155,Primary,12/9/2019,Active,0100-01-01,LN 262,FN 262,"LN 262, FN 262",,,,,F,9/19/1986,INDIA,INDIA,123456789,11/15/2019,338096166A2,H-1B,11/15/2019,2/5/2023,H-1B,1/26/2023,0100-01-01,1/26/2023,0100-01-01,11/14/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/4/2014,12/3/2024,,10/22/2019,3/20/2020,AOS,0100-01-01,,INDIA,,1,AOS,6121564,test2@email,"Charter Communications, Inc.",6121564,Charter,IT,,Product & Technology,,,,,,0100-01-01,L1Manager 262,,L2Manager 262,,HRBP 262,,,,,Product & Technology,,,,0100-01-01,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627109226,Primary,12/11/2019,Active,0100-01-01,LN 263,FN 263,"LN 263, FN 263",,,,,M,9/20/1986,INDIA,INDIA,,2/16/2020,493302738A2,H-1B,2/16/2020,4/25/2023,H-1B,4/25/2023,0100-01-01,4/25/2023,0100-01-01,4/25/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/4/2019,12/3/2029,,0100-01-01,0100-01-01,AOS,0100-01-01,,INDIA,,1,AOS,6146969,test1@email.com,"Charter Communications, Inc.",6146969,Charter,Business Intelligence,,Corporate,,,,,,10/1/2020,L1Manager 263,,L2Manager 263,,HRBP 263,,,,,Corporate,,FY 2021,,10/1/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627110795,Primary,12/13/2019,Active,0100-01-01,LN 264,FN 264,"LN 264, FN 264",,,,,M,9/21/1986,INDIA,INDIA,,3/18/2018,91631958085,H1B,3/18/2018,1/2/2023,H-1B,1/2/2023,0100-01-01,1/2/2023,0100-01-01,12/4/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/22/2019,1/21/2029,H-1B,1/3/2020,1/2/2023,AOS,0100-01-01,,INDIA,,1,AOS,6120702,test2@email,"Charter Communications, Inc.",6120702,Charter,IT,,Product & Technology,,,,,,1/21/2020,L1Manager 264,,L2Manager 264,,HRBP 264,,,,,Product & Technology,,,,1/21/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627113528,Primary,12/18/2019,Active,0100-01-01,LN 265,FN 265,"LN 265, FN 265",,,,,M,9/22/1986,India,INDIA,,2/25/2019,75290237056,H-1B,2/25/2019,1/7/2023,H-1B,1/7/2023,0100-01-01,1/7/2023,0100-01-01,2/24/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/8/2014,12/7/2024,,2/8/2019,10/26/2019,AOS,0100-01-01,,India,,1,AOS,6122801,test1@email.com,"Charter Communications, Inc.",6122801,Charter,Engineering,,Product & Technology,,,,,,3/16/2020,L1Manager 265,,L2Manager 265,,HRBP 265,,,,,Product & Technology,,,,3/16/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627114401,Primary,12/19/2019,Active,0100-01-01,LN 266,FN 266,"LN 266, FN 266",,,,,F,9/23/1986,INDIA,INDIA,,3/29/2018,93741333785,H-1B,3/29/2018,1/12/2023,H-1B,1/12/2023,0100-01-01,1/12/2023,0100-01-01,12/25/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/1/2014,6/30/2024,H-1B,12/26/2017,8/18/2020,AOS,0100-01-01,,INDIA,,1,AOS,6122248,test2@email,"Charter Communications, Inc.",6122248,Charter,IT,,Product & Technology,,,"Greenwood Village, CO",,,2/10/2020,L1Manager 266,,L2Manager 266,,HRBP 266,,,,,Product & Technology,,,,2/10/2020,0100-01-01,"Greenwood Village, CO",,
,,625365123,"Charter Communications, Inc.",,627131298,Primary,1/28/2020,Active,0100-01-01,LN 267,FN 267,"LN 267, FN 267",,,,,M,9/24/1986,India,India,123456789,1/21/2021,570188731A2,H-1B,1/21/2021,2/27/2023,H-1B,2/27/2023,0100-01-01,2/17/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,4/29/2015,4/28/2025,,2/22/2019,2/17/2022,AOS,6/24/2015,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.6.21 KAP],0,AOS,6124612,test1@email.com,"Charter Communications, Inc.",6124612,Charter,IT,,Product & Technology,,,,,,3/30/2020,L1Manager 267,,L2Manager 267,,HRBP 267,,,,,Product & Technology,,,,3/30/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627133374,Primary,1/29/2020,Active,0100-01-01,LN 268,FN 268,"LN 268, FN 268",,,,,M,9/25/1986,INDIA,INDIA,123456789,1/23/2020,457235626A2,H-1B,1/23/2020,2/26/2023,H-1B,2/26/2023,0100-01-01,2/26/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,2/23/2016,2/22/2026,,1/13/2020,12/31/2020,AOS,5/3/2018,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.12.21 DAA],0,AOS,6127241,test2@email,"Charter Communications, Inc.",6127241,Charter,Engineering,,Product & Technology,,,,,,3/23/2020,L1Manager 268,,L2Manager 268,,HRBP 268,,,,,Product & Technology,,,,3/23/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627133376,Primary,1/29/2020,Active,0100-01-01,LN 269,FN 269,"LN 269, FN 269",,,,,M,9/26/1986,INDIA,INDIA,,8/3/2021,639842931A2,H-1B,8/3/2021,3/1/2023,H-1B,3/1/2023,0100-01-01,3/1/2023,0100-01-01,9/30/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,9/10/2014,8/10/2024,,3/19/2019,9/11/2021,AOS,0100-01-01,,INDIA,,1,AOS,6126813,test1@email.com,"Charter Communications, Inc.",6126813,Charter,IT,,Product & Technology,,,,,,3/23/2020,L1Manager 269,,L2Manager 269,,HRBP 269,,,,,Product & Technology,,,,3/23/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627152435,Primary,2/18/2020,Active,0100-01-01,LN 270,FN 270,"LN 270, FN 270",,,,,M,9/27/1986,INDIA,INDIA,,1/8/2015,46466090056,H-1B,1/8/2015,3/11/2023,H-1B,3/1/2023,0100-01-01,3/1/2023,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/19/2013,8/18/2023,,,,AOS,0100-01-01,,INDIA,,1,AOS,6127672,test2@email,"Charter Communications, Inc.",6127672,Charter,IT,,Product & Technology,,,"Maryland Heights, MO",,,4/13/2020,L1Manager 270,Michael.Yirenkyi@charter.com,L2Manager 270,,HRBP 270,,,,,Product & Technology,,,,4/13/2020,0100-01-01,"Maryland Heights, MO",,
,,625365123,"Charter Communications, Inc.",,627154581,Primary,2/20/2020,Active,0100-01-01,LN 271,FN 271,"LN 271, FN 271",,,,,F,9/28/1986,INDIA,INDIA,123456789,5/6/2011,68321202725,H-1B,5/6/2011,3/10/2023,H-1B,3/10/2023,0100-01-01,3/10/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,3/9/2021,3/8/2031,,6/12/2017,7/24/2020,AOS,4/16/2014,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.14.21 KAP],0,AOS,6127407,test1@email.com,"Charter Communications, Inc.",6127407,Charter,IT,,Product & Technology,,,"7910 Crescent Executive Drive Charlotte, NC 28217,",Charlotte,NC,5/4/2020,L1Manager 271,,L2Manager 271,,HRBP 271,,,,,Product & Technology,,,,5/4/2020,0100-01-01,"7910 Crescent Executive Drive Charlotte, NC 28217,",Charlotte,NC
,,625365123,"Charter Communications, Inc.",,627154587,Primary,2/20/2020,Active,0100-01-01,LN 272,FN 272,"LN 272, FN 272",,,,,M,9/29/1986,INDIA,INDIA,,9/8/2016,9427580385,F1,9/8/2016,3/12/2023,H-1B,3/12/2023,0100-01-01,3/12/2023,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/28/2012,12/27/2022,,5/14/2015,5/12/2020,AOS,0100-01-01,,INDIA,,1,AOS,6130012,test2@email,"Charter Communications, Inc.",6130012,Charter,IT,,Product & Technology,,,,,,4/27/2020,L1Manager 272,,L2Manager 272,,HRBP 272,,,,,Product & Technology,,,,4/27/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627155056,Primary,2/21/2020,Active,0100-01-01,LN 273,FN 273,"LN 273, FN 273",,,,,M,9/30/1986,INDIA,INDIA,,8/27/2014,37728445430,F-1,8/27/2014,9/30/2022,H-1B,9/30/2022,0100-01-01,9/30/2022,0100-01-01,9/30/2022,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,7/30/2012,9/19/2031,,,,AOS,0100-01-01,,INDIA,,1,AOS,6129870,test1@email.com,"Charter Communications, Inc.",6129870,Charter,,,Customer Operations,,,"Maryland Heights, MO",,,4/20/2020,L1Manager 273,,L2Manager 273,,HRBP 273,,,,,Customer Operations,,,,4/20/2020,0100-01-01,"Maryland Heights, MO",,
,,625365123,"Charter Communications, Inc.",,627155063,Primary,2/21/2020,Active,0100-01-01,LN 274,FN 274,"LN 274, FN 274",,,,,F,10/1/1986,INDIA,INDIA,N/A,3/3/2019,76254386156,H-1B,3/3/2019,3/26/2023,H-1B,3/26/2023,0100-01-01,3/26/2023,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,7/13/2020,3/26/2002,AOS,0100-01-01,,INDIA,,1,AOS,6129470,test2@email,"Charter Communications, Inc.",6129470,Charter,IT,,Product & Technology,,,,,,8/24/2020,L1Manager 274,,L2Manager 274,,HRBP 274,,,,,Product & Technology,,,,8/24/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627157556,Primary,2/25/2020,Active,0100-01-01,LN 275,FN 275,"LN 275, FN 275",,,,,M,10/2/1986,INDIA,INDIA,,2/9/2020,482199814A2,H-1B,2/9/2020,3/26/2023,H-1B,3/26/2023,0100-01-01,3/26/2023,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,India,12/14/2020,12/13/2030,,10/31/2019,9/6/2022,AOS,0100-01-01,,INDIA,,1,AOS,6129063,test1@email.com,"Charter Communications, Inc.",6129063,Charter,IT,,Product & Technology,,,,,,5/18/2020,L1Manager 275,,L2Manager 275,,HRBP 275,,,,,Product & Technology,,,,5/18/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627159560,Primary,2/28/2020,Active,0100-01-01,LN 276,FN 276,"LN 276, FN 276",,,,,M,10/3/1986,INDIA,INDIA,,7/19/2019,122467685A2,F-1,7/19/2019,3/29/2023,H-1B,3/29/2023,0100-01-01,3/29/2023,0100-01-01,1/21/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,11/6/2012,11/5/2022,,10/26/2015,7/31/2022,AOS,0100-01-01,,INDIA,,1,AOS,6129610,test2@email,"Charter Communications, Inc.",6129610,Charter,IT,,Product & Technology,,,"Maryland Heights, MO",,,4/27/2020,L1Manager 276,,L2Manager 276,,HRBP 276,,,,,Product & Technology,,,,4/27/2020,0100-01-01,"Maryland Heights, MO",,
,,625365123,"Charter Communications, Inc.",,627162563,Primary,3/4/2020,Active,0100-01-01,LN 277,FN 277,"LN 277, FN 277",,,,,M,10/4/1986,INDIA,INDIA,,7/25/2014,34256793130,F-1,7/25/2014,3/25/2023,H-1B,3/25/2023,0100-01-01,3/25/2023,0100-01-01,10/18/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,,,AOS,0100-01-01,,INDIA,,1,AOS,6130081,test1@email.com,"Charter Communications, Inc.",6130081,Charter,Product,,Product & Technology,,,,,,4/13/2020,L1Manager 277,,L2Manager 277,,HRBP 277,,,,,Product & Technology,,,,4/13/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627162568,Primary,3/4/2020,Active,0100-01-01,LN 278,FN 278,"LN 278, FN 278",,,,,F,10/5/1986,INDIA,INDIA,,6/3/2019,037458181A2,H-1B,6/3/2019,4/2/2023,H-1B,4/2/2023,0100-01-01,4/2/2023,0100-01-01,9/30/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,12/22/2017,12/21/2027,,5/9/2019,9/11/2021,AOS,0100-01-01,,INDIA,,1,AOS,6130075,test2@email,"Charter Communications, Inc.",6130075,Charter,Engineering,,Product & Technology,,,"Greenwood Village, CO",,,4/20/2020,L1Manager 278,,L2Manager 278,,HRBP 278,,,,,Product & Technology,,,,4/20/2020,0100-01-01,"Greenwood Village, CO",,
,,625365123,"Charter Communications, Inc.",,627162590,Primary,3/4/2020,Active,0100-01-01,LN 279,FN 279,"LN 279, FN 279",,,,,M,10/6/1986,INDIA,INDIA,,2/11/2020,485044598A2,H-1B,2/11/2020,3/20/2023,H-1B,3/20/2023,0100-01-01,3/20/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,1/18/2018,1/17/2028,,1/29/2020,8/23/2022,AOS,10/15/2017,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.8.21 KAP],0,AOS,6130224,test1@email.com,"Charter Communications, Inc.",6130224,Charter,Engineering,,Product & Technology,,,,,,5/4/2020,L1Manager 279,,L2Manager 279,,HRBP 279,,,,,Product & Technology,,,,5/4/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627163402,Primary,3/5/2020,Active,0100-01-01,LN 280,FN 280,"LN 280, FN 280",,,,,M,10/7/1986,INDIA,INDIA,123456789,1/2/2020,423610716A2,H1B,1/2/2020,3/26/2023,H-1B,3/26/2023,0100-01-01,3/26/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,8/2/2013,8/1/2023,,4/26/2019,1/1/2021,AOS,8/17/2011,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.6.21 KAP],0,AOS,6130291,test2@email,"Charter Communications, Inc.",6130291,Charter,IT,,Product & Technology,,,,,,5/18/2020,L1Manager 280,,L2Manager 280,,HRBP 280,,,,,Product & Technology,,,,5/18/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627165273,Primary,3/10/2020,Active,0100-01-01,LN 281,FN 281,"LN 281, FN 281",,,,,F,10/8/1986,INDIA,INDIA,123456789,1/17/2021,569474400A2,F-1 Student,1/17/2021,0100-01-01,H-1B,9/30/2024,0100-01-01,9/30/2024,0100-01-01,9/30/2027,0100-01-01,0100-01-01,STEM OPT,2/4/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,3/2/2015,2/2/2025,,6/6/2018,6/4/2023,AOS,0100-01-01,,INDIA,,1,AOS,6095039,test1@email.com,"Charter Communications, Inc.",6095039,Charter,Engineering,,Product & Technology,,,,,,2/10/2020,L1Manager 281,,L2Manager 281,,HRBP 281,,,,,Product & Technology,,FY 2022?,,2/10/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627187139,Primary,4/3/2020,Active,0100-01-01,LN 282,FN 282,"LN 282, FN 282",,,,,F,10/9/1986,INDIA,INDIA,,10/5/2015,75977411730,H-1B,10/5/2015,5/5/2023,H-1B,5/5/2023,0100-01-01,5/5/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,12/8/2014,1/12/2017,AOS,2/13/2019,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [10.13.21 KAP],0,AOS,6131785,test2@email,"Charter Communications, Inc.",6131785,Charter,Engineering,,Product & Technology,,,"Englewood, CO",,,5/18/2020,L1Manager 282,,L2Manager 282,,HRBP 282,,,,,Product & Technology,,,,5/18/2020,0100-01-01,"Englewood, CO",,
,,625365123,"Charter Communications, Inc.",,627192863,Primary,4/21/2020,Active,0100-01-01,LN 283,FN 283,"LN 283, FN 283",,,,,M,10/10/1986,India,INDIA,,12/3/2021,713503268A2,H-1B,12/3/2021,9/30/2024,H-1B,9/30/2024,0100-01-01,9/30/2024,10/1/2021,9/30/2027,0100-01-01,9/30/2024,CPT,5/9/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,10/29/2014,10/28/2024,,10/20/2015,10/15/2020,AOS,0100-01-01,,India,,1,AOS,6133302,test1@email.com,"Charter Communications, Inc.",6133302,Charter,Engineering,,Product & Technology,,,"Greenwood Village, CO",,,5/11/2020,L1Manager 283,James.Hersel@charter.com,L2Manager 283,,HRBP 283,,,,,Product & Technology,,Possible FY 2022,,5/11/2020,0100-01-01,"Greenwood Village, CO",,
,,625365123,"Charter Communications, Inc.",,627195144,Primary,4/28/2020,Active,0100-01-01,LN 284,FN 284,"LN 284, FN 284",,,,,M,10/11/1986,INDIA,INDIA,,1/20/2020,452554466A2,H-1B,1/20/2020,5/25/2023,H-1B,5/25/2023,0100-01-01,5/25/2023,0100-01-01,10/17/2024,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,M123456,INDIA,5/9/2011,5/8/2021,,1/3/2020,12/31/2022,AOS,0100-01-01,,INDIA,PERM filed 9/30/2021 [MPP 10/21/2021],1,AOS,6141040,test2@email,"Charter Communications, Inc.",6141040,Charter,Product,,Product & Technology,,,,,,8/17/2020,L1Manager 284,,L2Manager 284,,HRBP 284,,,,,Product & Technology,,,,8/17/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627200422,Primary,5/12/2020,Active,0100-01-01,LN 285,FN 285,"LN 285, FN 285",,,,,M,10/12/1986,INDIA,INDIA,,10/3/2019,263854856A2,H-1B,10/3/2019,3/31/2023,H-1B,3/31/2023,0100-01-01,3/31/2023,0100-01-01,4/1/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,United States of America,0100-01-01,0100-01-01,,9/9/2019,12/31/2020,AOS,0100-01-01,,INDIA,,1,AOS,6135037,test1@email.com,"Charter Communications, Inc.",6135037,Charter,IT,,Product & Technology,,,,,,3/8/2021,L1Manager 285,,L2Manager 285,,HRBP 285,,,,,Product & Technology,,,,3/8/2021,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627204242,Primary,5/21/2020,Active,0100-01-01,LN 286,FN 286,"LN 286, FN 286",,,,,M,10/13/1986,India,India,,11/27/2019,357232572A2,H-1B,11/27/2019,6/22/2023,H-1B,6/22/2023,0100-01-01,6/22/2023,0100-01-01,11/15/2023,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,H-1B,1/8/2018,9/14/2020,AOS,0100-01-01,,India,,1,AOS,6135443,test2@email,"Charter Communications, Inc.",6135443,Charter,Business Intelligence,,Corporate,,,"Charlotte, NC",,,8/10/2020,L1Manager 286,,L2Manager 286,,HRBP 286,,,,,Corporate,,,,8/10/2020,0100-01-01,"Charlotte, NC",,
,,625365123,"Charter Communications, Inc.",,627207907,Primary,6/3/2020,Active,0100-01-01,LN 287,FN 287,"LN 287, FN 287",,,,,F,10/14/1986,INDIA,INDIA,123456789,2/22/2015,19177372630,H-1B,2/22/2015,6/30/2023,H-1B,6/30/2023,0100-01-01,6/30/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,12/9/2013,2/22/2015,AOS,8/22/2019,Emp: 2nd,India,Prior ER/ PERM in Process,0,AOS,6137601,test1@email.com,"Charter Communications, Inc.",6137601,Charter,Business Intelligence,,Corporate,,,,,,8/17/2020,L1Manager 287,,L2Manager 287,,HRBP 287,,,,,Corporate,,,,8/17/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627210560,Primary,6/10/2020,Active,0100-01-01,LN 288,FN 288,"LN 288, FN 288",,,,,M,10/15/1986,INDIA,INDIA,,8/1/2014,35064702930,H-1B,8/1/2014,7/1/2023,H-1B,7/1/2023,0100-01-01,7/1/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,5/19/2014,5/19/2019,AOS,9/26/2017,Emp: 2nd,INDIA,I-140 w/prior ER; PERM in process [02/04/2022}],0,AOS,6137508,test2@email,"Charter Communications, Inc.",6137508,Charter,IT,,Product & Technology,,,,,,8/24/2020,L1Manager 288,,L2Manager 288,,HRBP 288,,,,,Product & Technology,,,,8/24/2020,0100-01-01,,,
,,625365123,"Charter Communications, Inc.",,627210567,Primary,6/10/2020,Active,0100-01-01,LN 289,FN 289,"LN 289, FN 289",,,,,F,10/16/1986,THAILAND,THAILAND,,10/24/2018,54593519956,H-1B,10/24/2018,7/8/2023,H-1B,7/8/2023,0100-01-01,7/8/2023,0100-01-01,10/8/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,N/A,United States of America,0100-01-01,0100-01-01,,3/21/2018,3/19/2023,AOS,0100-01-01,,THAILAND,,1,AOS,6137531,test1@email.com,"Charter Communications, Inc.",6137531,Charter,Product,,Product & Technology,,Lead Data Developer,6380 & 6360 S Fiddlers Green Cir,Greenwood Village,CO,10/12/2020,L1Manager 289,,L2Manager 289,,HRBP 289,,3046500999,,,Product & Technology,Lead Data Developer,,,10/12/2020,0100-01-01,6380 & 6360 S Fiddlers Green Cir,Greenwood Village,CO
